movie;type;word;minutes_in;%
Pulp Fiction;word;fucking;12.03;0.078116883
Pulp Fiction;word;shit;12.07;0.078376623
Pulp Fiction;word;fuck;12.2;0.079220779
Pulp Fiction;word;fuck;12.27;0.079675325
Pulp Fiction;word;motherfucking;12.88;0.083636364
Pulp Fiction;word;fucking;12.9;0.083766234
Pulp Fiction;word;n-word ;12.92;0.083896104
Pulp Fiction;word;shit;12.93;0.083961039
Pulp Fiction;word;motherfucker;12.95;0.084090909
Pulp Fiction;word;shit;12.97;0.084220779
Pulp Fiction;word;ass;12.98;0.084285714
Pulp Fiction;word;motherfucker;13;0.084415584
Pulp Fiction;word;fucking;13.23;0.085909091
Pulp Fiction;word;fucking;13.33;0.086558442
Pulp Fiction;word;fucking;13.38;0.086883117
Pulp Fiction;word;fucking;13.43;0.087207792
Pulp Fiction;word;shit;13.47;0.087467532
Pulp Fiction;word;motherfucker;16.78;0.108961039
Pulp Fiction;word;shit;17.4;0.112987013
Pulp Fiction;word;goddamn;17.45;0.113311688
Pulp Fiction;word;ass;18.38;0.119350649
Pulp Fiction;word;shit;18.4;0.119480519
Pulp Fiction;word;fucked;18.62;0.120909091
Pulp Fiction;death;;18.7;0.121428571
Pulp Fiction;word;motherfucker;19.33;0.125519481
Pulp Fiction;word;motherfucker;19.57;0.127077922
Pulp Fiction;word;goddamn;19.58;0.127142857
Pulp Fiction;word;bitch;19.7;0.127922078
Pulp Fiction;word;bitch;19.82;0.128701299
Pulp Fiction;word;fuck;19.85;0.128896104
Pulp Fiction;word;bitch;19.85;0.128896104
Pulp Fiction;word;fuck;19.95;0.129545455
Pulp Fiction;word;fucked;20;0.12987013
Pulp Fiction;death;;20.95;0.136038961
Pulp Fiction;word;shit;21.32;0.138441558
Pulp Fiction;word;motherfucker;21.42;0.139090909
Pulp Fiction;word;motherfucking;21.82;0.141688312
Pulp Fiction;word;ass;21.88;0.142077922
Pulp Fiction;word;motherfuckers;22.03;0.143051948
Pulp Fiction;word;motherfuckers;22.08;0.143376623
Pulp Fiction;word;ass;22.1;0.143506494
Pulp Fiction;word;n-word ;23.07;0.149805195
Pulp Fiction;word;fucking;23.47;0.152402597
Pulp Fiction;word;fuck;23.52;0.152727273
Pulp Fiction;word;shit;23.7;0.153896104
Pulp Fiction;word;ass;24.07;0.156298701
Pulp Fiction;word;ass;24.23;0.157337662
Pulp Fiction;word;asses;24.4;0.158441558
Pulp Fiction;word;goddamn;24.45;0.158766234
Pulp Fiction;word;n-word ;24.45;0.158766234
Pulp Fiction;word;fucking;25.08;0.162857143
Pulp Fiction;word;goddamn;25.12;0.163116883
Pulp Fiction;word;fucking;25.17;0.163441558
Pulp Fiction;word;fucking;25.28;0.164155844
Pulp Fiction;word;shit;25.33;0.164480519
Pulp Fiction;word;fucking;25.37;0.16474026
Pulp Fiction;word;asshole;25.42;0.165064935
Pulp Fiction;word;n-word ;25.88;0.168051948
Pulp Fiction;word;ass;25.92;0.168311688
Pulp Fiction;word;shit;27.75;0.180194805
Pulp Fiction;word;fucking;27.78;0.18038961
Pulp Fiction;word;n-word ;27.88;0.181038961
Pulp Fiction;word;shit;27.98;0.181688312
Pulp Fiction;word;shit;27.98;0.181688312
Pulp Fiction;word;shit;28.03;0.182012987
Pulp Fiction;word;shit;28.08;0.182337662
Pulp Fiction;word;fucking;28.1;0.182467532
Pulp Fiction;word;fucking;28.22;0.183246753
Pulp Fiction;word;fucking;28.3;0.183766234
Pulp Fiction;word;shit;28.98;0.188181818
Pulp Fiction;word;fucker;29.43;0.191103896
Pulp Fiction;word;fucking;29.47;0.191363636
Pulp Fiction;word;fucked;29.52;0.191688312
Pulp Fiction;word;dickless;29.63;0.192402597
Pulp Fiction;word;shit;29.65;0.192532468
Pulp Fiction;word;fucked;29.67;0.192662338
Pulp Fiction;word;fucking;29.68;0.192727273
Pulp Fiction;word;asshole;29.82;0.193636364
Pulp Fiction;word;fucker;29.88;0.194025974
Pulp Fiction;word;chickenshit;29.92;0.194285714
Pulp Fiction;word;fucking;29.92;0.194285714
Pulp Fiction;word;fuck;29.97;0.19461039
Pulp Fiction;word;fuck;34.25;0.222402597
Pulp Fiction;word;hell;37.02;0.24038961
Pulp Fiction;word;hell;37.03;0.240454545
Pulp Fiction;word;goddamn;41.05;0.266558442
Pulp Fiction;word;fucking;41.05;0.266558442
Pulp Fiction;word;fucking;41.12;0.267012987
Pulp Fiction;word;bullshit;41.9;0.272077922
Pulp Fiction;word;fuck;42.1;0.273376623
Pulp Fiction;word;goddamn;42.98;0.279090909
Pulp Fiction;word;goddamn;43;0.279220779
Pulp Fiction;word;goddamn;43.03;0.279415584
Pulp Fiction;word;fucking;54.58;0.354415584
Pulp Fiction;word;fuck;54.63;0.35474026
Pulp Fiction;word;fuck;54.67;0.355
Pulp Fiction;word;fuck;54.68;0.355064935
Pulp Fiction;word;fucking;54.97;0.356948052
Pulp Fiction;word;fuck;55;0.357142857
Pulp Fiction;word;fuck;55.48;0.36025974
Pulp Fiction;word;goddamn;55.75;0.362012987
Pulp Fiction;word;fucking;55.83;0.362532468
Pulp Fiction;word;assholes;55.83;0.362532468
Pulp Fiction;word;fucking;55.93;0.363181818
Pulp Fiction;word;asshole;55.93;0.363181818
Pulp Fiction;word;fucking;56.1;0.364285714
Pulp Fiction;word;fucking;56.22;0.365064935
Pulp Fiction;word;fucking;56.28;0.365454545
Pulp Fiction;word;fucked;56.32;0.365714286
Pulp Fiction;word;fucking;56.38;0.366103896
Pulp Fiction;word;fucking;56.45;0.366558442
Pulp Fiction;word;fucking;56.53;0.367077922
Pulp Fiction;word;fucked;56.55;0.367207792
Pulp Fiction;word;fucking;56.55;0.367207792
Pulp Fiction;word;hell;56.92;0.36961039
Pulp Fiction;word;fucking;56.98;0.37
Pulp Fiction;word;shit;57.02;0.37025974
Pulp Fiction;word;fuck;57.03;0.370324675
Pulp Fiction;word;fucking;57.05;0.370454545
Pulp Fiction;word;fucked;57.12;0.370909091
Pulp Fiction;word;bitch;57.12;0.370909091
Pulp Fiction;word;fucked;57.17;0.371233766
Pulp Fiction;word;bitch;57.18;0.371298701
Pulp Fiction;word;fucking;57.25;0.371753247
Pulp Fiction;word;fucking;57.38;0.372597403
Pulp Fiction;word;shit;57.45;0.373051948
Pulp Fiction;word;shit;57.57;0.373831169
Pulp Fiction;word;goddamn;57.62;0.374155844
Pulp Fiction;word;fuck;57.63;0.374220779
Pulp Fiction;word;hell;57.82;0.375454545
Pulp Fiction;word;fucking;57.85;0.375649351
Pulp Fiction;word;fuck;57.85;0.375649351
Pulp Fiction;word;fuck;57.87;0.375779221
Pulp Fiction;word;fucking;57.88;0.375844156
Pulp Fiction;word;bitch;57.9;0.375974026
Pulp Fiction;word;fuck;57.98;0.376493506
Pulp Fiction;word;fucking;58.15;0.377597403
Pulp Fiction;word;fucking;58.48;0.37974026
Pulp Fiction;word;fuck;58.87;0.382272727
Pulp Fiction;word;fucking;58.88;0.382337662
Pulp Fiction;word;fucking;59.05;0.383441558
Pulp Fiction;word;fucking;59.27;0.38487013
Pulp Fiction;word;fuck;59.32;0.385194805
Pulp Fiction;word;bitch;59.65;0.387337662
Pulp Fiction;word;fucking;59.97;0.389415584
Pulp Fiction;word;fucking;60.15;0.390584416
Pulp Fiction;word;fucking;60.93;0.395649351
Pulp Fiction;word;hell;64.47;0.418636364
Pulp Fiction;word;gooks;67.33;0.437207792
Pulp Fiction;word;damned;67.5;0.438311688
Pulp Fiction;word;slope;67.5;0.438311688
Pulp Fiction;word;ass;67.6;0.438961039
Pulp Fiction;word;ass;67.67;0.439415584
Pulp Fiction;word;ass;67.78;0.44012987
Pulp Fiction;word;ass;70.3;0.456493506
Pulp Fiction;word;ass;70.38;0.457012987
Pulp Fiction;word;goddamn;70.4;0.457142857
Pulp Fiction;word;motherfucker;70.5;0.457792208
Pulp Fiction;word;n-word ;70.55;0.458116883
Pulp Fiction;word;ass;70.6;0.458441558
Pulp Fiction;word;shit;72.98;0.473896104
Pulp Fiction;word;fuck;73.78;0.479090909
Pulp Fiction;word;fuck;73.92;0.48
Pulp Fiction;word;fucking;74.02;0.480649351
Pulp Fiction;word;fuck;74.12;0.481298701
Pulp Fiction;word;fuck;74.45;0.483441558
Pulp Fiction;word;goddamn;74.72;0.485194805
Pulp Fiction;word;damn;77.47;0.503051948
Pulp Fiction;word;fuckhead;80.7;0.524025974
Pulp Fiction;word;merde;82.75;0.537337662
Pulp Fiction;word;fucking;84.95;0.551623377
Pulp Fiction;word;fuck;84.95;0.551623377
Pulp Fiction;word;fuck;85.28;0.553766234
Pulp Fiction;word;fucking;85.42;0.554675325
Pulp Fiction;word;shit;85.58;0.555714286
Pulp Fiction;word;fucking;85.65;0.556168831
Pulp Fiction;word;fuck;85.78;0.557012987
Pulp Fiction;word;fuck;86.03;0.558636364
Pulp Fiction;word;fuck;86.03;0.558636364
Pulp Fiction;word;fuck;86.05;0.558766234
Pulp Fiction;word;motherfucker;86.07;0.558896104
Pulp Fiction;word;fuck;86.1;0.559090909
Pulp Fiction;word;fucking;86.15;0.559415584
Pulp Fiction;word;fucking;86.15;0.559415584
Pulp Fiction;word;fuck;86.8;0.563636364
Pulp Fiction;word;shit;88.03;0.571623377
Pulp Fiction;word;fucking;88.05;0.571753247
Pulp Fiction;word;fucking;88.07;0.571883117
Pulp Fiction;death;;91.75;0.595779221
Pulp Fiction;word;motherfucker;94.7;0.614935065
Pulp Fiction;word;damned;95.35;0.619155844
Pulp Fiction;word;fuck;96.08;0.623896104
Pulp Fiction;word;motherfucker;96.2;0.624675325
Pulp Fiction;word;fucking;96.32;0.625454545
Pulp Fiction;word;shit;96.33;0.625519481
Pulp Fiction;word;motherfucking;96.45;0.626298701
Pulp Fiction;word;goddamn;96.5;0.626623377
Pulp Fiction;word;n-word ;96.78;0.628441558
Pulp Fiction;word;n-word ;100.53;0.652792208
Pulp Fiction;word;goddamn;102.35;0.66461039
Pulp Fiction;word;goddamn;102.38;0.664805195
Pulp Fiction;word;fucker;102.63;0.666428571
Pulp Fiction;word;motherfucker;102.67;0.666688312
Pulp Fiction;word;motherfucker;103.35;0.671103896
Pulp Fiction;word;fuck;103.93;0.67487013
Pulp Fiction;word;fuck;104.88;0.681038961
Pulp Fiction;word;fuck;104.95;0.681493506
Pulp Fiction;death;;105.45;0.68474026
Pulp Fiction;word;fuck;106.4;0.690909091
Pulp Fiction;word;fucking;106.62;0.692337662
Pulp Fiction;word;n-word ;107.08;0.695324675
Pulp Fiction;word;damn;107.33;0.696948052
Pulp Fiction;word;ass;107.37;0.697207792
Pulp Fiction;word;ass;108.22;0.702727273
Pulp Fiction;word;ass;108.73;0.706038961
Pulp Fiction;word;shit;109.97;0.714090909
Pulp Fiction;word;fuck;110;0.714285714
Pulp Fiction;word;fucking;110.7;0.718831169
Pulp Fiction;word;fucking;111.15;0.721753247
Pulp Fiction;word;fuck;111.73;0.725519481
Pulp Fiction;word;fucked;111.78;0.725844156
Pulp Fiction;death;;112.73;0.732012987
Pulp Fiction;word;fucked;112.87;0.732922078
Pulp Fiction;word;fucked;112.87;0.732922078
Pulp Fiction;word;fuck;112.88;0.732987013
Pulp Fiction;word;goddamn;112.95;0.733441558
Pulp Fiction;word;damn;112.97;0.733571429
Pulp Fiction;word;fuck;112.98;0.733636364
Pulp Fiction;word;shit;113.08;0.734285714
Pulp Fiction;word;motherfuckers;113.13;0.73461039
Pulp Fiction;death;;113.37;0.736168831
Pulp Fiction;word;fuck;113.65;0.737987013
Pulp Fiction;word;goddamn;113.75;0.738636364
Pulp Fiction;word;fucking;113.93;0.739805195
Pulp Fiction;word;shit;114.03;0.740454545
Pulp Fiction;word;motherfucking;114.43;0.743051948
Pulp Fiction;word;fucking;114.52;0.743636364
Pulp Fiction;word;shit;114.53;0.743701299
Pulp Fiction;word;fucking;114.57;0.743961039
Pulp Fiction;word;shit;114.6;0.744155844
Pulp Fiction;word;shit;114.63;0.744350649
Pulp Fiction;word;fucking;114.75;0.74512987
Pulp Fiction;word;fucking;114.85;0.745779221
Pulp Fiction;word;n-word ;115.08;0.747272727
Pulp Fiction;word;shit;115.12;0.747532468
Pulp Fiction;word;fucking;115.53;0.750194805
Pulp Fiction;word;fuck;115.55;0.750324675
Pulp Fiction;word;ass;115.63;0.750844156
Pulp Fiction;word;goddamn;115.68;0.751168831
Pulp Fiction;word;fucking;115.72;0.751428571
Pulp Fiction;word;ass;115.87;0.752402597
Pulp Fiction;word;damn;115.88;0.752467532
Pulp Fiction;death;;116.08;0.753766234
Pulp Fiction;word;fuck;116.1;0.753896104
Pulp Fiction;word;shit;116.12;0.754025974
Pulp Fiction;word;fuck;116.17;0.754350649
Pulp Fiction;word;ass;116.23;0.75474026
Pulp Fiction;word;shit;116.23;0.75474026
Pulp Fiction;word;motherfucking;116.33;0.75538961
Pulp Fiction;word;bitch;116.38;0.755714286
Pulp Fiction;word;fucking;116.42;0.755974026
Pulp Fiction;word;motherfucker;116.5;0.756493506
Pulp Fiction;word;shit;116.55;0.756818182
Pulp Fiction;word;fucking;116.57;0.756948052
Pulp Fiction;word;fucking;116.67;0.757597403
Pulp Fiction;word;shit;116.7;0.757792208
Pulp Fiction;word;ass;116.83;0.758636364
Pulp Fiction;word;fuck;116.85;0.758766234
Pulp Fiction;word;fucking;117.02;0.75987013
Pulp Fiction;word;shit;117.02;0.75987013
Pulp Fiction;word;fucking;117.13;0.760584416
Pulp Fiction;word;asses;117.18;0.760909091
Pulp Fiction;word;shit;117.52;0.763116883
Pulp Fiction;word;shit;117.53;0.763181818
Pulp Fiction;word;shit;117.6;0.763636364
Pulp Fiction;word;ass;117.63;0.763831169
Pulp Fiction;word;fuck;117.65;0.763961039
Pulp Fiction;word;n-word ;117.65;0.763961039
Pulp Fiction;word;fuck;117.67;0.764090909
Pulp Fiction;word;shit;117.78;0.764805195
Pulp Fiction;word;fucking;117.87;0.76538961
Pulp Fiction;word;goddamn;117.9;0.765584416
Pulp Fiction;word;shit;117.98;0.766103896
Pulp Fiction;word;goddamn;118.4;0.768831169
Pulp Fiction;word;shit;118.45;0.769155844
Pulp Fiction;word;shit;118.58;0.77
Pulp Fiction;word;fucking;118.68;0.770649351
Pulp Fiction;word;shit;118.77;0.771233766
Pulp Fiction;word;n-word ;118.92;0.772207792
Pulp Fiction;word;n-word ;119.07;0.773181818
Pulp Fiction;word;shit;119.12;0.773506494
Pulp Fiction;word;n-word ;119.17;0.773831169
Pulp Fiction;word;n-word ;119.3;0.774675325
Pulp Fiction;word;fucking;119.32;0.774805195
Pulp Fiction;word;motherfucker;119.37;0.77512987
Pulp Fiction;word;fucking;119.4;0.775324675
Pulp Fiction;word;fucking;119.52;0.776103896
Pulp Fiction;word;fucking;119.57;0.776428571
Pulp Fiction;word;fucking;119.72;0.777402597
Pulp Fiction;word;fucking;119.77;0.777727273
Pulp Fiction;word;fuck;120.12;0.78
Pulp Fiction;word;fuck;120.18;0.78038961
Pulp Fiction;word;shit;120.18;0.78038961
Pulp Fiction;word;fuck;120.25;0.780844156
Pulp Fiction;word;shit;120.25;0.780844156
Pulp Fiction;word;fucking;120.27;0.780974026
Pulp Fiction;word;shit;120.27;0.780974026
Pulp Fiction;word;fuck;120.3;0.781168831
Pulp Fiction;word;shit;120.3;0.781168831
Pulp Fiction;word;fucking;120.55;0.782792208
Pulp Fiction;word;shit;120.55;0.782792208
Pulp Fiction;word;shit;120.83;0.78461039
Pulp Fiction;word;motherfucking;121.03;0.785909091
Pulp Fiction;word;ass;121.07;0.786168831
Pulp Fiction;word;motherfucker;121.12;0.786493506
Pulp Fiction;word;n-word ;121.13;0.786558442
Pulp Fiction;word;motherfucker;121.27;0.787467532
Pulp Fiction;word;n-word ;121.32;0.787792208
Pulp Fiction;word;motherfucker;121.45;0.788636364
Pulp Fiction;word;shit;121.47;0.788766234
Pulp Fiction;word;motherfucker;123.85;0.804220779
Pulp Fiction;word;fucking;125.57;0.81538961
Pulp Fiction;word;fucking;126;0.818181818
Pulp Fiction;word;ass;128;0.831168831
Pulp Fiction;word;shit;128;0.831168831
Pulp Fiction;word;fucked;128.03;0.831363636
Pulp Fiction;word;shit;128.03;0.831363636
Pulp Fiction;word;fuck;128.17;0.832272727
Pulp Fiction;word;shit;128.18;0.832337662
Pulp Fiction;word;motherfucker;128.2;0.832467532
Pulp Fiction;word;shit;128.22;0.832597403
Pulp Fiction;word;ass;128.27;0.832922078
Pulp Fiction;word;fucking;128.35;0.833441558
Pulp Fiction;word;fucking;128.4;0.833766234
Pulp Fiction;word;fucking;128.43;0.833961039
Pulp Fiction;word;motherfucker;128.53;0.83461039
Pulp Fiction;word;motherfucker;128.53;0.83461039
Pulp Fiction;word;fuck;128.67;0.835519481
Pulp Fiction;word;motherfucker;128.68;0.835584416
Pulp Fiction;word;fucking;128.73;0.835909091
Pulp Fiction;word;n-word ;128.78;0.836233766
Pulp Fiction;word;dicks;129.12;0.838441558
Pulp Fiction;word;shit;129.52;0.841038961
Pulp Fiction;word;ass;129.33;0.839805195
Pulp Fiction;word;goddamn;129.5;0.840909091
Pulp Fiction;word;shit;129.83;0.843051948
Pulp Fiction;word;goddamn;130.08;0.844675325
Pulp Fiction;word;fucking;130.1;0.844805195
Pulp Fiction;word;fuck;130.22;0.845584416
Pulp Fiction;word;fuck;130.22;0.845584416
Pulp Fiction;word;damn;130.25;0.845779221
Pulp Fiction;word;goddamn;130.3;0.846103896
Pulp Fiction;word;motherfucker;130.9;0.85
Pulp Fiction;word;fucking;131.5;0.853896104
Pulp Fiction;word;shit;131.57;0.854350649
Pulp Fiction;word;fucking;131.85;0.856168831
Pulp Fiction;word;fucking;133.48;0.866753247
Pulp Fiction;word;fucking;133.55;0.867207792
Pulp Fiction;word;fucking;133.63;0.867727273
Pulp Fiction;word;motherfuckers;134;0.87012987
Pulp Fiction;word;shit;134.05;0.870454545
Pulp Fiction;word;motherfucking;134.55;0.873701299
Pulp Fiction;word;shit;134.85;0.875649351
Pulp Fiction;word;shit;135.35;0.878896104
Pulp Fiction;word;shit;135.38;0.879090909
Pulp Fiction;word;fucking;135.47;0.879675325
Pulp Fiction;word;shit;135.48;0.87974026
Pulp Fiction;word;fucking;135.77;0.881623377
Pulp Fiction;word;fuck;135.93;0.882662338
Pulp Fiction;word;shit;136.6;0.887012987
Pulp Fiction;word;fucking;136.8;0.888311688
Pulp Fiction;word;fucking;137.05;0.889935065
Pulp Fiction;word;shit;137.22;0.891038961
Pulp Fiction;word;fuck;137.57;0.893311688
Pulp Fiction;word;fucking;137.93;0.895649351
Pulp Fiction;word;motherfuckers;138;0.896103896
Pulp Fiction;word;fuck;138.1;0.896753247
Pulp Fiction;word;fucking;138.22;0.897532468
Pulp Fiction;word;fuck;138.23;0.897597403
Pulp Fiction;word;fuck;138.28;0.897922078
Pulp Fiction;word;fucking;138.3;0.898051948
Pulp Fiction;word;fucking;138.33;0.898246753
Pulp Fiction;word;fucking;138.37;0.898506494
Pulp Fiction;word;fuck;138.43;0.898896104
Pulp Fiction;word;fucking;138.48;0.899220779
Pulp Fiction;word;fucking;138.65;0.900324675
Pulp Fiction;word;fucking;138.68;0.900519481
Pulp Fiction;word;fuck;138.87;0.901753247
Pulp Fiction;word;fucking;139;0.902597403
Pulp Fiction;word;fuck;139.23;0.904090909
Pulp Fiction;word;fucking;139.53;0.906038961
Pulp Fiction;word;fucking;139.6;0.906493506
Pulp Fiction;word;fucking;139.75;0.907467532
Pulp Fiction;word;fucking;139.85;0.908116883
Pulp Fiction;word;fucking;139.97;0.908896104
Pulp Fiction;word;fuck;140.05;0.909415584
Pulp Fiction;word;shit;140.72;0.913766234
Pulp Fiction;word;fucking;141.05;0.915909091
Pulp Fiction;word;fuck;141.15;0.916558442
Pulp Fiction;word;goddamn;141.18;0.916753247
Pulp Fiction;word;fucking;141.43;0.918376623
Pulp Fiction;word;goddamn;142.23;0.923571429
Pulp Fiction;word;bitch;142.37;0.924480519
Pulp Fiction;word;bitch;142.4;0.924675325
Pulp Fiction;word;bitch;142.42;0.924805195
Pulp Fiction;word;fucking;142.45;0.925
Pulp Fiction;word;bitch;142.45;0.925
Pulp Fiction;word;fucking;142.5;0.925324675
Pulp Fiction;word;bitch;142.5;0.925324675
Pulp Fiction;word;motherfuckers;143.77;0.933571429
Pulp Fiction;word;motherfuckers;143.8;0.933766234
Pulp Fiction;word;asses;144.25;0.936688312
Pulp Fiction;word;fucking;144.27;0.936818182
Pulp Fiction;word;shit;144.3;0.937012987
Pulp Fiction;word;shit;144.48;0.938181818
Pulp Fiction;word;ass;144.53;0.938506494
Pulp Fiction;word;goddamn;144.82;0.94038961
Pulp Fiction;word;motherfucker;145.38;0.944025974
Pulp Fiction;word;motherfucker;145.68;0.945974026
Pulp Fiction;word;fucking;146.23;0.949545455
Pulp Fiction;word;goddamn;146.3;0.95
Pulp Fiction;word;motherfucking;146.32;0.95012987
Pulp Fiction;word;fuck;146.35;0.950324675
Pulp Fiction;word;ass;146.67;0.952402597
Pulp Fiction;word;shit;147.43;0.957337662
Pulp Fiction;word;ass;147.48;0.957662338
Pulp Fiction;word;shit;147.58;0.958311688
Pulp Fiction;word;motherfucker;147.6;0.958441558
Pulp Fiction;word;ass;147.62;0.958571429
Pulp Fiction;word;shit;147.65;0.958766234
Pulp Fiction;word;ass;147.9;0.96038961
Pulp Fiction;word;shit;148.15;0.962012987
Kill Bill: Vol. 1;word;bitch;7.12;0.064144144
Kill Bill: Vol. 1;word;ass;8.1;0.072972973
Kill Bill: Vol. 1;word;damn;8.12;0.073153153
Kill Bill: Vol. 1;word;bitch;10.45;0.094144144
Kill Bill: Vol. 1;word;shit;10.5;0.094594595
Kill Bill: Vol. 1;word;fucked;10.95;0.098648649
Kill Bill: Vol. 1;word;fucked;10.98;0.098918919
Kill Bill: Vol. 1;word;bitch;11.87;0.106936937
Kill Bill: Vol. 1;word;goddamn;12.17;0.10963964
Kill Bill: Vol. 1;word;fucking;12.17;0.10963964
Kill Bill: Vol. 1;word;bitch;12.48;0.112432432
Kill Bill: Vol. 1;word;fuck;13.07;0.117747748
Kill Bill: Vol. 1;word;bitch;13.08;0.117837838
Kill Bill: Vol. 1;word;shit;13.13;0.118288288
Kill Bill: Vol. 1;word;motherfucking;13.18;0.118738739
Kill Bill: Vol. 1;word;ass;13.18;0.118738739
Kill Bill: Vol. 1;word;motherfucking;13.28;0.11963964
Kill Bill: Vol. 1;word;bitch;13.42;0.120900901
Kill Bill: Vol. 1;death;;13.53;0.121891892
Kill Bill: Vol. 1;word;goddamn;17.2;0.154954955
Kill Bill: Vol. 1;word;hell;17.58;0.158378378
Kill Bill: Vol. 1;word;goddamn;18.02;0.162342342
Kill Bill: Vol. 1;word;shit;18.07;0.162792793
Kill Bill: Vol. 1;word;goddamn;19.32;0.174054054
Kill Bill: Vol. 1;word;cocksucker;19.73;0.177747748
Kill Bill: Vol. 1;word;fuck;22.93;0.206576577
Kill Bill: Vol. 1;word;shit;23.4;0.210810811
Kill Bill: Vol. 1;word;shit;23.45;0.211261261
Kill Bill: Vol. 1;word;fucking;25.02;0.225405405
Kill Bill: Vol. 1;word;shithead;25.12;0.226306306
Kill Bill: Vol. 1;word;fuck;28.03;0.252522523
Kill Bill: Vol. 1;word;cunt;28.43;0.256126126
Kill Bill: Vol. 1;word;shit;28.88;0.26018018
Kill Bill: Vol. 1;word;goddamn;29.37;0.264594595
Kill Bill: Vol. 1;death;;29.75;0.268018018
Kill Bill: Vol. 1;word;bullshit;31.07;0.27990991
Kill Bill: Vol. 1;word;shit;31.32;0.282162162
Kill Bill: Vol. 1;word;fuck;31.42;0.283063063
Kill Bill: Vol. 1;word;fuck;31.6;0.284684685
Kill Bill: Vol. 1;death;;31.68;0.285405405
Kill Bill: Vol. 1;word;pussy;32.12;0.289369369
Kill Bill: Vol. 1;word;fucker;32.15;0.28963964
Kill Bill: Vol. 1;word;cunts;35.15;0.316666667
Kill Bill: Vol. 1;word;dicks;35.22;0.317297297
Kill Bill: Vol. 1;death;;37.65;0.339189189
Kill Bill: Vol. 1;death;;39.57;0.356486486
Kill Bill: Vol. 1;death;;41.03;0.36963964
Kill Bill: Vol. 1;death;;42.57;0.383513514
Kill Bill: Vol. 1;death;;42.77;0.385315315
Kill Bill: Vol. 1;death;;43.48;0.391711712
Kill Bill: Vol. 1;word;shit;46.45;0.418468468
